Date,California,Texas,Florida,New York,Pennsylvania,Illinois,Ohio,Georgia,North Carolina,Michigan,New Jersey,Virginia,Washington,Arizona,Massachusetts,Tennessee,Indiana,Maryland,Missouri,Wisconsin,Colorado,Minnesota,South Carolina,Alabama,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Utah,Iowa,Nevada,Arkansas,Mississippi,Kansas,New Mexico,Nebraska,Idaho,West Virginia,Hawaii,New Hampshire,Maine,Rhode Island,Montana,Delaware,South Dakota,North Dakota,Alaska,District of Columbia,Vermont,Wyoming
9/30/2021,672234.2797,259907.8973,311558.3625,407053.7553,227801.9161,222912.2684,188596.1863,262832.1002,266167.9232,209091.1419,424124.4612,325517.291,525074.3559,384294.556,511124.2003,258053.1142,197157.0012,370348.2483,204536.4186,248698.3653,485628.2403,301285.7539,237691.686,196960.8454,196618.1401,171506.7616,456530.2049,168916.7937,314951.4001,472525.7524,184574.8469,380003.6123,178026.0797,163349.5233,185131.7884,248800.1142,215653.061,437521.7297,140681.8874,717728.1786,367088.3594,320574.356,370776.0934,383742.9967,325114.0813,254272.6888,235285.7692,329057.7696,630922.0818,328208.7694,296150.421
10/31/2021,676623.9146,262332.7371,316161.2045,408575.1749,227203.8945,223071.4047,188324.2556,266032.3715,268331.0991,208825.8606,425663.0516,325978.3448,527080.8581,390792.9326,510736.7846,260628.2711,197987.338,370713.1826,205025.8311,248476.8172,488965.391,301349.1232,239989.313,198361.8622,196885.1347,171969.4891,459436.1432,170264.4924,314359.2385,477449.0431,185168.3368,385412.4456,179423.7678,164785.3972,185797.2464,250157.951,215326.0819,440827.905,140335.6405,723796.2343,365929.84,320889.4491,370857.4084,388812.5408,325734.3928,255805.7549,235743.9348,331138.255,628845.2747,328466.9154,298226.7142
11/30/2021,682411.741,265472.2396,321310.2769,410862.4745,227310.6273,223762.3767,188705.2175,270098.3461,271132.8037,209162.2166,428038.4485,327290.2914,530127.6265,396982.0145,511638.8656,264203.1341,199363.0557,371799.4906,206226.2512,248880.9595,493471.4453,302146.1128,242869.4978,200287.1071,197944.3778,172861.3981,462852.8496,172000.4476,314583.9917,482240.532,186140.2515,391022.9812,181118.8767,166832.9771,186844.4615,251942.1543,215756.2448,444183.5696,140869.506,732318.9818,366291.2368,322221.7327,371746.2638,394023.2091,327375.9634,257970.8684,236499.5834,332559.0529,627807.5357,329792.1463,300824.1906
12/31/2021,689546.8202,269081.0048,326876.1321,413566.1328,228270.8083,225172.1946,189551.1508,274755.9529,274277.8239,210005.4761,431029.3436,329613.0422,534496.5974,402792.8848,513696.5624,268456.037,201115.4297,373767.2091,208030.9531,249940.2191,498936.6634,303571.4061,246090.6151,202396.8183,199342.5842,174162.934,466677.4686,174022.3545,316147.0979,487515.6583,187394.0111,396537.5827,183122.7427,169023.6206,188214.7987,254251.1165,216956.3328,447976.6736,141869.121,741393.9427,368234.9885,324377.2788,373454.8166,399757.6547,330159.0069,260996.5098,237824.9281,334193.8768,627040.2834,331965.6536,303695.6532
1/31/2022,699497.4894,273828.8448,333863.2089,416751.026,230595.5385,227648.6041,191607.273,280724.4335,278805.6088,212135.8007,434927.1339,333360.4979,542466.294,408837.05,518782.4857,273728.3343,203780.6387,376673.991,210783.3196,252035.6663,506314.8604,306262.2124,250136.0072,204733.768,200928.2358,176140.9765,471816.6514,176535.2013,319809.611,494975.9422,189275.6197,403307.4279,185374.188,170789.5153,190491.4621,257581.3645,219394.6385,452643.9815,143845.0658,756201.2826,373448.4302,328460.9658,377389.6735,407083.9159,334273.0111,265144.3339,239850.269,335456.5746,627936.8863,336041.9763,307044.8841
2/28/2022,712266.3903,279138.9665,341990.0555,420612.1649,234005.9061,231074.4879,194605.3014,287355.1026,284328.5395,215421.7382,439527.9197,337674.9537,553672.9149,415711.9432,526816.2993,279720.5822,207259.143,380269.7258,214304.354,254777.0725,515785.4817,309762.8703,254767.5874,207033.4788,202457.9381,178469.6839,478472.478,179301.0629,325044.8725,504772.7863,191543.2959,411361.9801,187471.6784,171667.9392,193183.5957,261927.5931,222857.2146,458663.3365,146049.4605,775814.976,381424.3774,334164.0355,383371.9706,415087.8107,339181.6593,269736.1675,241647.5946,336446.5373,632155.1768,340884.5675,310192.9351
3/31/2022,727663.6317,285143.4541,351582.3426,425765.4112,238273.2146,235194.677,198250.051,294284.5647,290978.542,219568.1318,445391.9032,342578.4403,567794.6167,424203.7858,537624.8385,285757.1477,211269.0098,384725.6071,218463.2195,258086.6295,527558.795,314145.6141,260027.3115,209515.0435,204253.5095,181055.4231,486702.8274,182306.1682,331327.8632,516806.1408,194310.5094,421263.1358,189387.1095,172410.5987,196351.9751,267204.9332,227251.3164,466057.463,148525.5328,800027.9732,391868.9269,341558.7939,391212.5346,424655.2514,344941.5109,274912.3667,243492.9479,337794.9295,640329.0828,346568.8395,313905.2854
4/30/2022,741665.551,290969.1655,361669.5243,431038.1489,242140.97,239047.4927,201648.3309,300527.1671,297745.1528,223581.9778,451458.3108,347306.6552,581273.4621,433743.5315,547724.3548,291598.7619,215018.7745,389182.126,222428.0071,262045.7815,539147.3443,318587.3242,265391.2929,212214.2842,205948.0255,183474.9922,494984.3106,184886.8807,337233.9598,528754.3979,197039.8256,431385.1755,191287.3567,173218.5685,199304.5089,272292.2752,231545.0579,474019.33,150390.4439,819692.342,402212.1219,349543.9299,398906.5121,434758.9789,350650.7997,280022.9125,245498.7651,340017.0736,647951.7394,352596.9901,317327.943
5/31/2022,752219.9463,296323.9334,371336.9918,435850.6376,245128.9324,241638.4169,204416.4786,305840.1031,304049.7086,226627.4976,457606.7491,351656.686,591501.1205,443204.0916,556376.031,296405.7444,217917.044,393336.1255,225645.2986,265892.7988,548580.0347,322422.2685,270480.7529,214638.8197,207350.8782,185560.6023,501992.8435,187044.604,342664.0822,538515.3586,199785.3153,440513.6907,192918.6724,174149.404,201995.1637,276431.6847,235061.8374,480476.6762,151813.8097,834882.5953,410856.6854,356817.0249,405715.1966,444183.657,355567.4078,284666.1563,247670.0618,343298.7655,652570.6154,358169.2997,320681.1207
6/30/2022,757831.5391,300997.7255,379930.1791,440455.3272,247461.9798,243398.0431,206961.875,310475.3032,309658.548,228943.6406,462766.0206,355326.5121,596521.1207,451115.7059,562812.8965,300796.7146,220423.8073,396307.0449,228425.187,269222.6306,554325.1514,325289.0069,275271.8425,217117.6271,208708.5218,187712.3084,506451.2892,189103.8937,347290.0981,544075.3807,202227.9883,447681.4374,194542.0974,175666.7903,204383.6684,279933.2432,237762.4423,484471.7501,153190.5762,844134.2764,417221.7546,362566.9038,411258.3906,451549.1458,359316.0997,288464.0195,249964.1542,346250.0319,652826.0667,363130.5587,324025.3507
7/31/2022,758138.2191,303839.6128,385760.754,443561.1924,248359.2496,243758.8389,208384.6616,313251.0594,313181.0695,229514.1294,465661.7858,357153.928,594851.8273,455118.6479,565795.153,303331.5139,221647.8159,396978.1341,229946.9435,270599.1236,554914.6751,325842.9177,278575.0218,218557.0658,209374.7568,189204.8579,506417.3517,190683.473,350216.0002,543562.8636,203727.18,451210.7901,195415.8797,176995.2214,205992.9135,282155.9745,239067.533,483758.5517,153818.2651,847711.4456,420071.743,365040.9058,414015.2876,454038.5553,360672.1451,290522.7805,251116.0892,348247.8742,649120.4966,365594.181,326461.3096
